,Unnamed: 0,interview__key,interview__id,shocks__id,shocks_detail__id,v31102d,v31102a__0,v31102a__1,v31102a__2,v31102a__3,v31102a__4,v31102a__5,v31102a__6,v31102a__7,v31102a__8,v31102a__9,v31102a__10,v31102a__11,v31102a__12,v31102a__13,v31102a__14,v31102a__15,v31102a__16,v31102a__17,v31102a__18,v31102a__19,rowcode_shock,v31103,v31103a,v31103c,v31104,v31105a,v31105b,v31106a,shockmoneyloss,v31107,v31108a__1,v31108a__2,v31108a__3,v31108a__4,v31108a__5,v31108a__6,v31108a__7,v31108__40,v31108__41,v31108__42,v31108__43,v31108__3,v31108__4,v31108__5,v31108__6,v31108__7,v31108__8,v31108__9,v31108__10,v31108__11,v31108__12,v31108__13,v31108__14,v31108__15,v31108__16,v31108__17,v31108__18,v31108__19,v31108__20,v31108__21,v31108__22,v31108__23,v31108__24,v31108__25,v31108__26,v31108__27,v31108__28,v31108__29,v31108__30,v31108__31,v31108__48,v31108__49,v31108__50,v31108__51,v31108__52,v31108__53,v31108__54,v31108__55,v31108__62,v31108__63,v31108__90,v31108__98,specify_v31108,v31111,v31112a,shockdate,corryear,v31127__0,v31127__1,v31127__2,v31127__3,v31127__4,v31127__5,v31127__98,specify_v31127,shock_id_description,shocks_Group
220,220,09-35-71-19,2b95ba5035f649acab6e877b0280fd48,63,1,Yes,,,,,,,,,,,,,,,,,,,,,1.0,2020,August,30,High,3000.0,none,none,3000.0,most HH in village / commune,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,14.0,2020-08-01T00:00:00,2020.0,1,0,0,0,0,0,0,,Pests and Livestock diseases,agricultural
221,221,09-35-71-19,2b95ba5035f649acab6e877b0280fd48,63,2,Yes,,,,,,,,,,,,,,,,,,,,,2.0,2021,August,30,High,10000.0,none,none,10000.0,most HH in village / commune,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,14.0,2021-08-01T00:00:00,2021.0,1,0,0,0,0,0,0,,Pests and Livestock diseases,agricultural
222,222,18-55-88-46,e34ec114b23a4ee39ad27e762a9ca0a3,10,0,Yes,,,,,,,,,,,,,,,,,,,,,0.0,2020,September,20,Medium,30000.0,none,none,30000.0,some other HH,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,30.0,2020-09-01T00:00:00,2020.0,0,0,0,0,1,0,0,,Flooding of agricultural land,agricultural
223,223,18-55-88-46,e34ec114b23a4ee39ad27e762a9ca0a3,55,0,Yes,,,,,,,,,,,,,,,,,,,,,0.0,2020,September,3,High,30000.0,none,none,30000.0,some other HH,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,30.0,2020-09-01T00:00:00,2020.0,0,0,0,0,1,0,0,,Storm,agricultural
224,224,18-21-37-32,1f39357d008240689ee51badec8b8292,21,0,Yes,,,,,,,,,,,,,,,,,,,,,0.0,2022,January,Still going on,Medium,30000.0,none,none,30000.0,most HH in district,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,not yet recovered,2022-01-01T00:00:00,2022.0,0,0,0,1,0,0,0,,Strong decrease of prices for Output,agricultural
225,225,18-21-37-32,1f39357d008240689ee51badec8b8292,22,0,Yes,,,,,,,,,,,,,,,,,,,,,0.0,2021,Don't know,Still going on,Medium,none,1200.0,none,1200.0,most HH in district,0.0,0.0,0.0,0.0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,No,not yet recovered,##N/A##,2021.0,0,0,0,1,0,0,0,,Illness of household member,demographic
226,226,18-21-37-32,1f39357d008240689ee51badec8b8292,24,0,No,5.0,,,,,,,,,,,,,,,,,,,,0.0,2021,November,3,Medium,none,60000.0,none,60000.0,no other HH,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,3.0,2021-11-01T00:00:00,2021.0,0,1,0,0,0,0,0,,Accident,demographic
227,227,30-00-60-60,cc17e6b8bb234dd0908be719b8cda6f4,55,0,Yes,,,,,,,,,,,,,,,,,,,,,0.0,2021,June,2,Medium,none,2000.0,none,2000.0,some other HH,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,3.0,2021-06-01T00:00:00,2021.0,1,0,0,0,0,0,0,,Storm,agricultural
228,228,76-83-44-06,bc3da9ee278941f7ad72019d83380afa,55,0,Yes,,,,,,,,,,,,,,,,,,,,,0.0,2022,March,1,Low,none,2000.0,none,2000.0,some other HH,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,1.0,2022-03-01T00:00:00,2022.0,1,0,0,0,0,0,0,,Storm,agricultural
229,229,86-88-62-58,1f3a089165b246abaa9db4a8a0ab5696,11,0,Yes,,,,,,,,,,,,,,,,,,,,,0.0,2020,August,30,Medium,none,1000.0,1000.0,2000.0,some other HH,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,20.0,2020-08-01T00:00:00,2020.0,0,0,0,0,1,0,0,,Drought,agricultural
230,230,12-50-10-67,bca3ab96b267410b84f9cff902eb0c7f,63,0,Yes,,,,,,,,,,,,,,,,,,,,,0.0,2021,June,Still going on,Medium,6000.0,none,none,6000.0,some other HH,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,not yet recovered,2021-06-01T00:00:00,2021.0,1,0,0,0,0,0,0,,Pests and Livestock diseases,agricultural
231,231,58-67-41-72,61ee72c0632c4985bf2873da8f740d4c,10,0,Yes,,,,,,,,,,,,,,,,,,,,,0.0,2019,October,30,High,80000.0,none,none,80000.0,most HH in village / commune,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,30.0,2019-10-01T00:00:00,2019.0,1,0,0,0,0,0,0,,Flooding of agricultural land,agricultural
232,232,58-67-41-72,61ee72c0632c4985bf2873da8f740d4c,10,1,Yes,,,,,,,,,,,,,,,,,,,,,1.0,2020,July,30,Medium,70000.0,none,none,70000.0,most HH in village / commune,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,30.0,2020-07-01T00:00:00,2020.0,1,0,0,0,0,0,0,,Flooding of agricultural land,agricultural
233,233,58-67-41-72,61ee72c0632c4985bf2873da8f740d4c,10,2,Yes,,,,,,,,,,,,,,,,,,,,,2.0,2021,November,28,Low,70000.0,none,none,70000.0,most HH in village / commune,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,28.0,2021-11-01T00:00:00,2021.0,1,0,0,0,0,0,0,,Flooding of agricultural land,agricultural
234,234,12-97-17-00,94aacba48a1941229ef078bc45551077,11,0,Yes,,,,,,,,,,,,,,,,,,,,,0.0,2020,Don't know,60,High,20000.0,none,none,20000.0,most HH in village / commune,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,10.0,##N/A##,2020.0,1,0,0,0,0,0,0,,Drought,agricultural
235,235,12-97-17-00,94aacba48a1941229ef078bc45551077,21,0,Yes,,,,,,,,,,,,,,,,,,,,,0.0,2021,December,Still going on,High,20000.0,none,none,20000.0,most HH in village / commune,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,not yet recovered,2021-12-01T00:00:00,2021.0,1,0,0,0,0,0,0,,Strong decrease of prices for Output,agricultural
236,236,12-97-17-00,94aacba48a1941229ef078bc45551077,22,0,Yes,,,,,,,,,,,,,,,,,,,,,0.0,2021,Don't know,Still going on,High,none,10000.0,none,10000.0,most HH in village / commune,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,not yet recovered,##N/A##,2021.0,1,0,0,0,0,0,0,,Illness of household member,demographic
237,237,12-97-17-00,94aacba48a1941229ef078bc45551077,63,0,Yes,,,,,,,,,,,,,,,,,,,,,0.0,2021,June,30,Low,none,2000.0,none,2000.0,some other HH,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,10.0,2021-06-01T00:00:00,2021.0,1,0,0,0,0,0,0,,Pests and Livestock diseases,agricultural
238,238,14-70-75-30,2a109991c0884828a200c9355c9a3437,77,0,Yes,,,,,,,,,,,,,,,,,,,,,0.0,2022,April,1,Medium,none,none,1000.0,1000.0,no other HH,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,1.0,2022-04-01T00:00:00,2022.0,1,0,0,0,0,0,0,,Flooding on the house/homestead,economics
239,239,09-19-79-39,029b28bdc1254c24a1f939bbe95c8d24,11,0,No,1.0,2.0,,,,,,,,,,,,,,,,,,,0.0,2019,October,30,Medium,5000.0,none,none,5000.0,some other HH,0.0,0.0,0.0,0.0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,No,30.0,2019-10-01T00:00:00,2019.0,0,0,0,1,1,0,0,,Drought,agricultural
240,240,09-19-79-39,029b28bdc1254c24a1f939bbe95c8d24,21,0,No,1.0,2.0,,,,,,,,,,,,,,,,,,,0.0,2021,November,Still going on,Medium,10000.0,none,none,10000.0,some other HH,0.0,0.0,0.0,0.0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,No,not yet recovered,2021-11-01T00:00:00,2021.0,0,0,0,1,0,0,0,,Strong decrease of prices for Output,agricultural
241,241,09-19-79-39,029b28bdc1254c24a1f939bbe95c8d24,22,0,No,1.0,2.0,,,,,,,,,,,,,,,,,,,0.0,2022,February,Still going on,Medium,none,2000.0,none,2000.0,most HH in district,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,not yet recovered,2022-02-01T00:00:00,2022.0,0,0,0,1,0,0,0,,Illness of household member,demographic
242,242,09-19-79-39,029b28bdc1254c24a1f939bbe95c8d24,62,0,No,4.0,,,,,,,,,,,,,,,,,,,,0.0,2020,March,365,Medium,240000.0,none,none,240000.0,no other HH,0.0,0.0,0.0,0.0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,No,30.0,2020-03-01T00:00:00,2020.0,0,0,0,1,0,0,0,,Job loss,economics
243,243,90-90-54-25,bfe8757a8d074369967673194bc32ddd,1,0,No,1.0,,,,,,,,,,,,,,,,,,,,0.0,Don't know,,15,Low,300.0,500.0,none,800.0,no other HH,0.0,0.0,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,No,3.0,##N/A##,12017.0,1,0,0,0,0,0,0,,Strong increase of prices for Input,agricultural
244,244,90-90-54-25,bfe8757a8d074369967673194bc32ddd,3,0,No,3.0,8.0,,,,,,,,,,,,,,,,,,,0.0,2021,Don't know,Still going on,Medium,none,none,3000.0,3000.0,no other HH,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,not yet recovered,##N/A##,2021.0,1,0,0,0,0,0,0,,,others
245,245,90-90-54-25,bfe8757a8d074369967673194bc32ddd,21,0,No,2.0,,,,,,,,,,,,,,,,,,,,0.0,2021,Don't know,Still going on,Medium,350.0,none,none,350.0,most HH in country,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,No answer,not yet recovered,##N/A##,2021.0,1,0,0,0,0,0,0,,Strong decrease of prices for Output,agricultural
246,246,69-45-00-95,09f178cd7bd340d39549733ea1f044c2,6,0,No,1.0,,,,,,,,,,,,,,,,,,,,0.0,2019,May,2,Low,1500.0,1500.0,none,3000.0,some other HH,0.0,0.0,0.0,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,No,2.0,2019-05-01T00:00:00,2019.0,1,0,0,0,0,0,0,,House damage,economics
247,247,22-25-64-00,56117f2355804aeb86b7bd84ab56c74a,10,0,Yes,,,,,,,,,,,,,,,,,,,,,0.0,2019,August,60,High,60000.0,none,none,60000.0,most HH in village / commune,0.0,0.0,0.0,0.0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,No,45.0,2019-08-01T00:00:00,2019.0,0,0,0,1,1,0,0,,Flooding of agricultural land,agricultural
248,248,22-25-64-00,56117f2355804aeb86b7bd84ab56c74a,21,0,Yes,,,,,,,,,,,,,,,,,,,,,0.0,2021,November,Still going on,Medium,20000.0,none,none,20000.0,most HH in village / commune,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,not yet recovered,2021-11-01T00:00:00,2021.0,1,0,0,0,0,0,0,,Strong decrease of prices for Output,agricultural
249,249,22-25-64-00,56117f2355804aeb86b7bd84ab56c74a,22,0,Yes,,,,,,,,,,,,,,,,,,,,,0.0,2022,January,Still going on,Medium,2200.0,none,none,2200.0,most HH in village / commune,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,not yet recovered,2022-01-01T00:00:00,2022.0,1,0,0,0,0,0,0,,Illness of household member,demographic
250,250,62-82-56-81,fa6a3a52806f4a1984b1301ad075d210,2,0,Yes,,,,,,,,,,,,,,,,,,,,,0.0,2021,August,Still going on,Medium,none,none,none,0.0,no other HH,0.0,0.0,0.0,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,No,not yet recovered,2021-08-01T00:00:00,2021.0,0,0,0,0,1,1,0,ญาติๆ,Household member left the household,others
251,251,62-82-56-81,fa6a3a52806f4a1984b1301ad075d210,5,0,No,1.0,2.0,3.0,4.0,,,,,,,,,,,,,,,,,0.0,2021,August,5,Low,none,none,none,0.0,no other HH,0.0,0.0,0.0,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,No,not yet recovered,2021-08-01T00:00:00,2021.0,1,0,0,0,0,0,0,,Had to spent money because of ceremony,social
252,252,62-82-56-81,fa6a3a52806f4a1984b1301ad075d210,5,1,Yes,,,,,,,,,,,,,,,,,,,,,1.0,2021,November,3,Low,none,none,none,0.0,no other HH,0.0,0.0,0.0,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,No,3.0,2021-11-01T00:00:00,2021.0,1,0,0,0,0,0,0,,Had to spent money because of ceremony,social
253,253,62-82-56-81,fa6a3a52806f4a1984b1301ad075d210,62,0,No,5.0,,,,,,,,,,,,,,,,,,,,0.0,2021,July,Still going on,Medium,50000.0,none,none,50000.0,no other HH,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,not yet recovered,2021-07-01T00:00:00,2021.0,1,0,0,0,0,0,0,,Job loss,economics
254,254,65-15-41-46,25d1b81ff2cd46a997670bcbac1d1443,11,0,Yes,,,,,,,,,,,,,,,,,,,,,0.0,2019,May,Still going on,Medium,10000.0,none,none,10000.0,some other HH,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,not yet recovered,2019-05-01T00:00:00,2019.0,0,0,0,0,1,0,0,,Drought,agricultural
255,255,90-40-40-83,1838141539094eae91cf9d2ca9ef172a,63,0,Yes,,,,,,,,,,,,,,,,,,,,,0.0,2021,June,14,Low,none,1000.0,none,1000.0,most HH in village / commune,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,14.0,2021-06-01T00:00:00,2021.0,0,0,0,0,1,0,0,,Pests and Livestock diseases,agricultural
256,256,17-43-77-20,a693b5aace2c4d50b86a46cb7d1d470b,10,0,Yes,,,,,,,,,,,,,,,,,,,,,0.0,2021,November,30,High,30000.0,20000.0,15000.0,65000.0,most HH in village / commune,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,30.0,2021-11-01T00:00:00,2021.0,0,0,0,1,1,0,0,,Flooding of agricultural land,agricultural
257,257,62-90-41-99,8be0c7c8a8004a5d8da92b1032e3c1d0,11,0,Yes,,,,,,,,,,,,,,,,,,,,,0.0,2019,November,20,Medium,none,2000.0,4000.0,6000.0,most HH in village / commune,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,20.0,2019-11-01T00:00:00,2019.0,0,0,0,1,1,0,0,,Drought,agricultural
258,258,67-19-58-45,1c29a82538bc4851b090c42e7e99f89c,1,0,No,1.0,,,,,,,,,,,,,,,,,,,,0.0,2022,February,15,Medium,20000.0,none,300000.0,320000.0,no other HH,0.0,0.0,0.0,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,No,30.0,2022-02-01T00:00:00,2022.0,1,0,0,0,0,0,0,,Strong increase of prices for Input,agricultural
259,259,44-39-34-46,8188610d708742d79697715ebe84957d,21,0,No,1.0,2.0,,,,,,,,,,,,,,,,,,,0.0,2021,Don't know,Still going on,Medium,10000.0,none,none,10000.0,most HH in village / commune,0.0,0.0,0.0,0.0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,No,not yet recovered,##N/A##,2021.0,0,0,0,1,0,0,0,,Strong decrease of prices for Output,agricultural
260,260,44-39-34-46,8188610d708742d79697715ebe84957d,70,0,No,1.0,2.0,,,,,,,,,,,,,,,,,,,0.0,2022,April,Still going on,High,none,none,40000.0,40000.0,no other HH,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,No,not yet recovered,2022-04-01T00:00:00,2022.0,0,1,0,0,1,0,0,,"victim of crime (theft, robbery, etc.)",social
261,261,31-39-16-55,2f950768399d41829fd85ed886a6e31a,22,0,Yes,,,,,,,,,,,,,,,,,,,,,0.0,2022,Don't know,Still going on,High,none,300.0,none,300.0,some other HH,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,not yet recovered,##N/A##,2022.0,1,0,0,0,0,0,0,,Illness of household member,demographic
262,262,39-34-32-51,1354e0b6092f488d8366f7c7753fb18a,2,0,No,2.0,,,,,,,,,,,,,,,,,,,,0.0,2020,August,4,Medium,1200.0,500.0,none,1700.0,no other HH,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,4.0,2020-08-01T00:00:00,2020.0,0,0,0,0,0,1,0,บอกญาติๆ,Household member left the household,others
263,263,39-34-32-51,1354e0b6092f488d8366f7c7753fb18a,2,1,No,2.0,,,,,,,,,,,,,,,,,,,,1.0,2021,December,7,Medium,2100.0,none,none,2100.0,no other HH,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,4.0,2021-12-01T00:00:00,2021.0,0,0,0,0,0,1,0,บอกญาติๆ,Household member left the household,others
264,264,39-34-32-51,1354e0b6092f488d8366f7c7753fb18a,2,2,No,2.0,,,,,,,,,,,,,,,,,,,,2.0,2021,December,7,Medium,2100.0,none,none,2100.0,no other HH,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,4.0,2021-12-01T00:00:00,2021.0,0,0,0,0,0,1,0,บอกญาติๆ,Household member left the household,others
265,265,39-34-32-51,1354e0b6092f488d8366f7c7753fb18a,2,3,No,2.0,,,,,,,,,,,,,,,,,,,,3.0,2022,April,7,Medium,2100.0,none,none,2100.0,no other HH,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,7.0,2022-04-01T00:00:00,2022.0,0,0,0,0,0,1,0,บอกญาติๆ,Household member left the household,others
266,266,66-37-28-79,88888a0cf859448fa57bee1d0f2ae362,2,0,Yes,,,,,,,,,,,,,,,,,,,,,0.0,2021,January,7,High,100000.0,none,none,100000.0,no other HH,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,30.0,2021-01-01T00:00:00,2021.0,0,0,1,0,1,0,0,,Household member left the household,others
267,267,48-51-59-15,7ab705616e8a41f8a48efc935a0eed5c,10,0,Yes,,,,,,,,,,,,,,,,,,,,,0.0,2020,Don't know,30,Medium,10000.0,none,none,10000.0,some other HH,0.0,0.0,0.0,0.0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,No,30.0,##N/A##,2020.0,0,0,0,1,1,0,0,,Flooding of agricultural land,agricultural
268,268,57-10-68-53,2c4eff849ac04cdd8c2593ba62dcab22,11,0,No,1.0,,,,,,,,,,,,,,,,,,,,0.0,2019,November,30,Medium,none,500.0,none,500.0,some other HH,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,60.0,2019-11-01T00:00:00,2019.0,1,0,0,0,0,0,0,,Drought,agricultural
269,269,57-10-68-53,2c4eff849ac04cdd8c2593ba62dcab22,21,0,No,1.0,,,,,,,,,,,,,,,,,,,,0.0,2021,November,Still going on,Medium,none,none,none,0.0,some other HH,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,not yet recovered,2021-11-01T00:00:00,2021.0,1,0,0,0,0,0,0,,Strong decrease of prices for Output,agricultural
