Unnamed: 0,interview__key,interview__id,shocks__id,v31102b,typeshock,typeshocknum,shockdisinv,savusedshock,insusedshock,pubtransusedshock,borrusedshock,shocks_Group
423,66-00-17-45,2e6072886e5b45ef8a1224320741810b,House damage,1,House damage,6.0,0.0,1.0,0.0,1.0,0,economics
424,16-56-09-25,ee8a23268186455682419e5b57d9a229,Drought,1,ภัยแล้ง,11.0,,,,,0,agricultural
425,95-24-94-33,8240063977ca499ab70939683a17a57d,Flooding of agricultural land,1,น้ำท่วมที่ดินทางการเกษตร,10.0,,,,,0,agricultural
426,95-24-94-33,8240063977ca499ab70939683a17a57d,Strong decrease of prices for Output,1,ราคาผลผลิตตกต่ำอย่างมาก,21.0,0.0,0.0,0.0,1.0,0,agricultural
427,95-24-94-33,8240063977ca499ab70939683a17a57d,Pests and Livestock diseases,1,การระบาดของแมลงและโรคสัตว์,63.0,,,,,0,agricultural
428,25-95-52-91,ece774720ce54298964b0841074ab217,Strong decrease of prices for Output,1,Strong decrease of prices for Output,21.0,,,,,0,agricultural
429,25-95-52-91,ece774720ce54298964b0841074ab217,Accident,1,Accident,24.0,,,,,0,demographic
430,99-53-35-85,40d47dc1d90a496098b443dd1cb7eff3,Drought,1,Drought,11.0,0.0,0.0,0.0,1.0,0,agricultural
431,99-53-35-85,40d47dc1d90a496098b443dd1cb7eff3,Strong decrease of prices for Output,1,Strong decrease of prices for Output,21.0,,,,,0,agricultural
432,99-53-35-85,40d47dc1d90a496098b443dd1cb7eff3,Strong increase of prices for Input,1,Strong increase of prices for Input,22.0,,,,,0,agricultural
433,99-53-35-85,40d47dc1d90a496098b443dd1cb7eff3,Pests and Livestock diseases,1,Pests and Livestock diseases,63.0,,,,,0,agricultural
434,71-67-21-42,a082e83891264020b4066545e6f7a802,Accident,1,Accident,24.0,,,,,0,demographic
435,92-99-08-63,3a405c89c39247bca452378e64a3ed1a,Flooding of agricultural land,1,Flooding of agricultural land,10.0,,,,,0,agricultural
436,92-99-08-63,3a405c89c39247bca452378e64a3ed1a,Job loss,1,Job loss,62.0,,,,,0,economics
437,17-52-63-47,f0dde824b08d4a138f753ad1a186fa59,Strong increase of prices for Input,1,ราคาปัจจัยการผลิตเพิ่มขึ้นอย่างมาก,22.0,0.0,0.0,0.0,1.0,0,agricultural
438,16-87-43-40,f3f0d35883c54e7582efaf0631f06996,Illness of household member,1,Illness of household member,1.0,,,,,0,demographic
439,16-87-43-40,f3f0d35883c54e7582efaf0631f06996,Job loss,1,Job loss,62.0,,,,,0,economics
440,35-37-28-77,6d5328bae33a4b17ab8c91813ef64c8a,Flooding of agricultural land,1,น้ำท่วมที่ดินทางการเกษตร,10.0,,,,,0,agricultural
441,10-05-21-08,4a6938f2e6014f74a4d1198f50fc6421,Pests and Livestock diseases,1,การระบาดของแมลงและโรคสัตว์,63.0,,,,,0,agricultural
442,97-63-14-30,52e6ddff12be420dba1ea36b6688ebcb,Illness of household member,1,การเจ็บป่วยของสมาชิกในครัวเรือน,1.0,,,,,0,demographic
443,97-63-14-30,52e6ddff12be420dba1ea36b6688ebcb,Flooding of agricultural land,1,น้ำท่วมที่ดินทางการเกษตร,10.0,0.0,0.0,0.0,1.0,0,agricultural
444,97-63-14-30,52e6ddff12be420dba1ea36b6688ebcb,Drought,1,ภัยแล้ง,11.0,0.0,0.0,0.0,1.0,0,agricultural
445,80-49-14-26,341b836c90ab45768dd905b5e03c769c,Accident,1,อุบัติเหตุ,24.0,,,,,0,demographic
446,66-18-53-59,86c5a2f4913442bc803c3516ff40352d,Drought,1,Drought,11.0,,,,,0,agricultural
447,54-25-73-13,65246987d58e4cbe9bd74ed1dd4a6097,Strong decrease of prices for Output,1,Strong decrease of prices for Output,21.0,,,,,0,agricultural
448,21-12-45-10,f56d24e999fb43139fc07edf9ca0d186,Storm,1,Storm,55.0,0.0,1.0,0.0,0.0,1,agricultural
449,71-48-51-24,fd3207b2478845acafb4a89959c08368,Drought,1,Drought,11.0,0.0,0.0,0.0,1.0,0,agricultural
450,71-48-51-24,fd3207b2478845acafb4a89959c08368,Strong decrease of prices for Output,1,Strong decrease of prices for Output,21.0,,,,,0,agricultural
451,96-05-49-35,8e0d1188d5134ba594479b0bc006a3ed,Pests and Livestock diseases,1,การระบาดของแมลงและโรคสัตว์,63.0,,,,,0,agricultural
452,75-77-85-43,9552a7f18cdd49769fe5b3060c644f4e,Drought,1,ภัยแล้ง,11.0,,,,,0,agricultural
453,71-52-90-04,f4aa201a607b45799ad138a0b1d72d56,Illness of household member,1,การเจ็บป่วยของสมาชิกในครัวเรือน,1.0,,,,,0,demographic
454,16-91-40-72,a7aca370b91a42a6809d406758b187a5,Death of household member,1,การเสียชีวิตของสมาชิกในครัวเรือน,2.0,0.0,0.0,0.0,0.0,0,demographic
455,16-91-40-72,a7aca370b91a42a6809d406758b187a5,House damage,1,บ้านได้รับความเสียหาย/บ้านพัง,6.0,,,,,0,economics
456,68-90-66-11,766275affa7b42889bdd72ff454e5bd0,Illness of household member,1,Illness of household member,1.0,0.0,0.0,0.0,1.0,0,demographic
457,68-34-78-72,cf8bcb4e63ce48899f6a9e982ba32ed3,Illness of household member,1,Illness of household member,1.0,0.0,1.0,0.0,0.0,0,demographic
458,68-34-78-72,cf8bcb4e63ce48899f6a9e982ba32ed3,Had to spent money because of ceremony,1,Had to spent money because of ceremony,5.0,0.0,1.0,0.0,0.0,0,social
459,68-34-78-72,cf8bcb4e63ce48899f6a9e982ba32ed3,Strong decrease of prices for Output,1,Strong decrease of prices for Output,21.0,,,,,0,agricultural
460,68-34-78-72,cf8bcb4e63ce48899f6a9e982ba32ed3,Strong increase of prices for Input,1,Strong increase of prices for Input,22.0,,,,,0,agricultural
461,16-17-68-62,b853299291a34209b06887c270eacc13,Death of household member,1,Death of household member,2.0,,,,,0,demographic
462,35-52-58-26,dce92d110d3743ca84f450ce094b6895,Drought,1,ภัยแล้ง,11.0,0.0,0.0,0.0,1.0,0,agricultural
463,35-52-58-26,dce92d110d3743ca84f450ce094b6895,Pests and Livestock diseases,1,การระบาดของแมลงและโรคสัตว์,63.0,0.0,0.0,0.0,1.0,0,agricultural
464,56-49-02-91,4c483dd259e3439e95aec9acfb253de8,Storm,1,Storm,55.0,0.0,1.0,0.0,0.0,0,agricultural
465,22-13-17-38,23ae1db4867c4f50ab80c4c0e7dd3a21,Death of household member,1,การเสียชีวิตของสมาชิกในครัวเรือน,2.0,,,,,0,demographic
466,73-75-13-02,93a21e546e8f4c7690a85a720d2bb936,Had to spent money because of ceremony,1,Had to spent money because of ceremony,5.0,0.0,1.0,0.0,0.0,0,social
467,04-60-06-23,7afdbc2eeb0b48c4aefb631f4cbb7b10,Had to spent money because of ceremony,1,ต้องจ่ายเงิน (จำนวนมาก) ในการจัดพิธีต่าง ๆในครัวเรือน,5.0,0.0,1.0,1.0,0.0,0,social
468,04-60-06-23,7afdbc2eeb0b48c4aefb631f4cbb7b10,Strong decrease of prices for Output,1,ราคาผลผลิตตกต่ำอย่างมาก,21.0,0.0,0.0,0.0,1.0,0,agricultural
469,04-60-06-23,7afdbc2eeb0b48c4aefb631f4cbb7b10,Strong increase of prices for Input,1,ราคาปัจจัยการผลิตเพิ่มขึ้นอย่างมาก,22.0,0.0,0.0,0.0,1.0,0,agricultural
470,04-60-06-23,7afdbc2eeb0b48c4aefb631f4cbb7b10,Accident,1,อุบัติเหตุ,24.0,,,,,0,demographic
471,04-60-06-23,7afdbc2eeb0b48c4aefb631f4cbb7b10,Job loss,1,ตกงาน,62.0,0.0,1.0,0.0,0.0,0,economics
472,87-18-05-75,7572fbb67bd543bfa03aeb2642b30f57,Accident,1,อุบัติเหตุ,24.0,0.0,0.0,0.0,0.0,0,demographic
473,87-18-05-75,7572fbb67bd543bfa03aeb2642b30f57,Storm,1,พายุ,55.0,,,,,0,agricultural
474,87-18-05-75,7572fbb67bd543bfa03aeb2642b30f57,Flooding on the house/homestead,1,น้ำท่วมครัวเรือน/ที่อยู่อาศัย,77.0,,,,,0,economics
475,31-56-77-58,15b1ebaafbc54d6c93c99a6b87dd90ea,Drought,1,Drought,11.0,0.0,0.0,0.0,0.0,0,agricultural
476,31-56-77-58,15b1ebaafbc54d6c93c99a6b87dd90ea,Strong decrease of prices for Output,1,Strong decrease of prices for Output,21.0,0.0,0.0,0.0,0.0,0,agricultural
477,31-56-77-58,15b1ebaafbc54d6c93c99a6b87dd90ea,Strong increase of prices for Input,1,Strong increase of prices for Input,22.0,0.0,0.0,0.0,0.0,0,agricultural
478,27-38-08-16,65b8dfb2cb994684b235e042427109b0,Drought,1,Drought,11.0,,,,,0,agricultural
479,80-24-35-98,32b8fbd6fc61445c9287394bac9b080e,Flooding of agricultural land,1,Flooding of agricultural land,10.0,0.0,1.0,0.0,0.0,0,agricultural
480,80-24-35-98,32b8fbd6fc61445c9287394bac9b080e,Storm,1,Storm,55.0,0.0,1.0,0.0,0.0,0,agricultural
481,90-36-01-32,dde5a70a95e74f9da5d39f1eb9262df5,Drought,1,Drought,11.0,,,,,0,agricultural
482,90-36-01-32,dde5a70a95e74f9da5d39f1eb9262df5,Pests and Livestock diseases,1,Pests and Livestock diseases,63.0,,,,,0,agricultural
483,02-15-76-67,b9d22d208382499794cb59391fc582ae,Illness of household member,1,Illness of household member,1.0,,,,,0,demographic
484,08-79-42-24,5c8220b6b01e45d0921134912b1a4546,Flooding of agricultural land,1,Flooding of agricultural land,10.0,0.0,0.0,0.0,1.0,0,agricultural
485,08-79-42-24,5c8220b6b01e45d0921134912b1a4546,Flooding on the house/homestead,1,Flooding on the house/homestead,77.0,0.0,0.0,0.0,1.0,0,economics
486,66-38-10-17,aee7e23c0300414392573496a294be94,Death of household member,1,Death of household member,2.0,0.0,1.0,0.0,0.0,0,demographic
487,66-38-10-17,aee7e23c0300414392573496a294be94,Drought,1,Drought,11.0,0.0,1.0,0.0,0.0,0,agricultural
488,66-38-10-17,aee7e23c0300414392573496a294be94,Storm,1,Storm,55.0,0.0,1.0,0.0,0.0,0,agricultural
489,10-00-00-70,0fa3a1c779d3419dac4adee8c51c09e6,Flooding of agricultural land,1,น้ำท่วมที่ดินทางการเกษตร,10.0,,,,,0,agricultural
490,96-47-70-06,8788cdf4df5a4d37b71569e7cdfe674b,Drought,3,ภัยแล้ง,11.0,0.0,3.0,0.0,0.0,0,agricultural
491,96-47-70-06,8788cdf4df5a4d37b71569e7cdfe674b,Pests and Livestock diseases,1,การระบาดของแมลงและโรคสัตว์,63.0,,,,,0,agricultural
492,39-55-78-57,006d66115600449cb8cd0dcda935207d,Drought,1,Drought,11.0,,,,,0,agricultural
493,39-55-78-57,006d66115600449cb8cd0dcda935207d,Strong decrease of prices for Output,1,Strong decrease of prices for Output,21.0,,,,,0,agricultural
494,39-55-78-57,006d66115600449cb8cd0dcda935207d,Storm,1,Storm,55.0,0.0,0.0,0.0,1.0,0,agricultural
495,40-46-42-11,948a607ce1624c32be688cbc6558606d,Collapse of business,1,ธุรกิจไม่สามารถดำเนินการต่อไปได้,18.0,0.0,0.0,0.0,0.0,0,economics
496,95-06-04-86,699e3d4d4cf84dbd8695af7b8fce14d4,Household member left the household,1,Household member left the household,3.0,,,,,0,others
497,00-79-05-98,dabf6c4b07aa4eef8564ce8df4fc90da,Flooding of agricultural land,1,Flooding of agricultural land,10.0,,,,,0,agricultural
498,81-37-14-13,02e53aecf4964e62b4365706ae1737fa,House damage,1,บ้านได้รับความเสียหาย/บ้านพัง,6.0,0.0,0.0,0.0,1.0,0,economics
499,81-37-14-13,02e53aecf4964e62b4365706ae1737fa,Strong increase of prices for Input,1,ราคาปัจจัยการผลิตเพิ่มขึ้นอย่างมาก,22.0,,,,,0,agricultural
500,81-37-14-13,02e53aecf4964e62b4365706ae1737fa,Storm,1,พายุ,55.0,0.0,0.0,0.0,1.0,0,agricultural
501,81-37-14-13,02e53aecf4964e62b4365706ae1737fa,Pests and Livestock diseases,1,การระบาดของแมลงและโรคสัตว์,63.0,,,,,0,agricultural
502,56-68-44-58,2e2f057f7a9d4743a211541e05569848,Flooding on the house/homestead,1,น้ำท่วมครัวเรือน/ที่อยู่อาศัย,77.0,,,,,0,economics
503,62-35-08-53,86754cb921074dbb9f0df56870b32f2e,Drought,1,ภัยแล้ง,11.0,0.0,0.0,0.0,0.0,0,agricultural
504,62-35-08-53,86754cb921074dbb9f0df56870b32f2e,Strong decrease of prices for Output,1,ราคาผลผลิตตกต่ำอย่างมาก,21.0,0.0,0.0,0.0,0.0,0,agricultural
505,09-58-12-02,8a11859f8ad14540988415045987e6f9,Pests and Livestock diseases,1,Pests and Livestock diseases,63.0,0.0,1.0,0.0,0.0,0,agricultural
506,20-94-88-17,8fb51c2e4fc8440f96886be3ba9411f8,Strong decrease of prices for Output,1,Strong decrease of prices for Output,21.0,,,,,0,agricultural
507,20-94-88-17,8fb51c2e4fc8440f96886be3ba9411f8,Strong increase of prices for Input,1,Strong increase of prices for Input,22.0,,,,,0,agricultural
508,10-83-97-15,91cb4ce97d424430bedf34e1c5ec070c,Death of household member,1,การเสียชีวิตของสมาชิกในครัวเรือน,2.0,0.0,0.0,0.0,1.0,0,demographic
509,10-83-97-15,91cb4ce97d424430bedf34e1c5ec070c,Pests and Livestock diseases,1,การระบาดของแมลงและโรคสัตว์,63.0,,,,,0,agricultural
510,33-37-65-96,ad896b03525e4cce8a170cb01cfedfa6,Illness of household member,1,การเจ็บป่วยของสมาชิกในครัวเรือน,1.0,,,,,0,demographic
511,64-53-07-27,2c7a9552fd6842a386e8e71d7c1286bf,Had to spent money because of ceremony,2,Had to spent money because of ceremony,5.0,,,,,0,social
512,13-35-19-69,97bdf190ac84462bb4201abfcb648889,Drought,1,Drought,11.0,,,,,0,agricultural
513,64-31-46-20,dcce7e258f4d4336931c20c1bdc660da,Had to spent money because of ceremony,1,Had to spent money because of ceremony,5.0,,,,,0,social
514,64-31-46-20,dcce7e258f4d4336931c20c1bdc660da,Drought,1,Drought,11.0,,,,,0,agricultural
515,64-31-46-20,dcce7e258f4d4336931c20c1bdc660da,Strong increase of prices for Input,1,Strong increase of prices for Input,22.0,,,,,0,agricultural
516,64-31-46-20,dcce7e258f4d4336931c20c1bdc660da,Accident,1,Accident,24.0,,,,,0,demographic
517,60-28-08-43,5c419f7ba4b447759e23ebd1794e01de,"Other, specify",1,"อื่น ๆ , ระบุ",90.0,0.0,0.0,0.0,0.0,0,others
518,61-10-63-18,b8a7d717de1345feac2e04f4316b2bd8,Strong decrease of prices for Output,1,Strong decrease of prices for Output,21.0,,,,,0,agricultural
519,61-10-63-18,b8a7d717de1345feac2e04f4316b2bd8,Strong increase of prices for Input,1,Strong increase of prices for Input,22.0,,,,,0,agricultural
520,65-54-35-04,5cc230a3e9ee4873a216743480af3e0e,Had to spent money because of ceremony,1,Had to spent money because of ceremony,5.0,0.0,1.0,0.0,0.0,0,social
521,35-65-15-71,afce0d4b0d8142058342736038c4f83d,Illness of household member,1,การเจ็บป่วยของสมาชิกในครัวเรือน,1.0,0.0,1.0,0.0,0.0,0,demographic
522,27-10-82-91,b05a47050c4c417aaa9178fcd33b14f1,Strong increase of prices for Input,1,ราคาปัจจัยการผลิตเพิ่มขึ้นอย่างมาก,22.0,0.0,0.0,0.0,1.0,0,agricultural
523,99-32-87-68,be3ca269932642e38200209bb35b517a,House damage,1,บ้านได้รับความเสียหาย/บ้านพัง,6.0,,,,,0,economics
524,03-05-52-52,7920834aae9c469abfd4933e2800ae9c,Accident,1,อุบัติเหตุ,24.0,,,,,0,demographic
525,58-41-15-86,6acc670f5c7f4fe3b169e35181cb45cb,Illness of household member,1,การเจ็บป่วยของสมาชิกในครัวเรือน,1.0,,,,,0,demographic
526,58-41-15-86,6acc670f5c7f4fe3b169e35181cb45cb,Flooding of agricultural land,1,น้ำท่วมที่ดินทางการเกษตร,10.0,,,,,0,agricultural
527,58-41-15-86,6acc670f5c7f4fe3b169e35181cb45cb,Drought,1,ภัยแล้ง,11.0,,,,,0,agricultural
528,58-41-15-86,6acc670f5c7f4fe3b169e35181cb45cb,Strong decrease of prices for Output,1,ราคาผลผลิตตกต่ำอย่างมาก,21.0,,,,,0,agricultural
529,58-41-15-86,6acc670f5c7f4fe3b169e35181cb45cb,Storm,1,พายุ,55.0,,,,,0,agricultural
530,58-41-15-86,6acc670f5c7f4fe3b169e35181cb45cb,Pests and Livestock diseases,1,การระบาดของแมลงและโรคสัตว์,63.0,,,,,0,agricultural
531,58-41-15-86,6acc670f5c7f4fe3b169e35181cb45cb,Flooding on the house/homestead,1,น้ำท่วมครัวเรือน/ที่อยู่อาศัย,77.0,,,,,0,economics
532,78-98-20-67,8fa79821feb74a1c985dba31679c5e9b,Pests and Livestock diseases,1,การระบาดของแมลงและโรคสัตว์,63.0,,,,,0,agricultural
533,10-39-32-41,2404208f60754546866cd87d8fcef2a5,Illness of household member,1,Illness of household member,1.0,,,,,0,demographic
534,10-39-32-41,2404208f60754546866cd87d8fcef2a5,Drought,1,Drought,11.0,,,,,0,agricultural
535,94-34-60-72,c2eaf4cbbd234f3dae77668c4af37b01,Flooding on the house/homestead,3,Flooding on the house/homestead,77.0,,,,,0,economics
536,90-64-17-22,56742ef23f6446979b7d34bc084b0e65,Illness of household member,1,Illness of household member,1.0,,,,,0,demographic
537,17-95-60-38,cf48510c9370413897168a6060bab8c1,Drought,1,Drought,11.0,,,,,0,agricultural
538,43-94-84-00,781ef40164bc491eb6a849b3b49cbca7,Drought,1,Drought,11.0,,,,,0,agricultural
539,43-94-84-00,781ef40164bc491eb6a849b3b49cbca7,Storm,1,Storm,55.0,,,,,0,agricultural
540,77-91-80-16,6b1d87ba7a004bcb94c9ea4490b547af,Pests and Livestock diseases,1,Pests and Livestock diseases,63.0,0.0,1.0,0.0,0.0,0,agricultural
541,03-02-09-64,eab58e0e1d954c50a81b98e5722094b0,Flooding of agricultural land,1,น้ำท่วมที่ดินทางการเกษตร,10.0,0.0,0.0,0.0,1.0,0,agricultural
542,95-28-75-02,06bd93df30784e4691da0ebe3ef34f37,Drought,1,ภัยแล้ง,11.0,,,,,0,agricultural
543,95-28-75-02,06bd93df30784e4691da0ebe3ef34f37,Strong decrease of prices for Output,1,ราคาผลผลิตตกต่ำอย่างมาก,21.0,,,,,0,agricultural
544,27-93-23-41,70afefb33ac148e284466311ecc2173a,Illness of household member,1,การเจ็บป่วยของสมาชิกในครัวเรือน,1.0,,,,,0,demographic
545,48-83-43-92,c2a8e754b5fd495f95e96f9850a72933,Drought,1,Drought,11.0,,,,,0,agricultural
546,48-83-43-92,c2a8e754b5fd495f95e96f9850a72933,Pests and Livestock diseases,1,Pests and Livestock diseases,63.0,,,,,0,agricultural
547,38-95-84-36,8f25769d017244e7bf20734188e37d0c,Death of household member,2,การเสียชีวิตของสมาชิกในครัวเรือน,2.0,,,,,0,demographic
548,38-95-84-36,8f25769d017244e7bf20734188e37d0c,Pests and Livestock diseases,1,การระบาดของแมลงและโรคสัตว์,63.0,,,,,0,agricultural
549,21-53-36-83,1f381bc4e95b4cfca80350155fe5f7d3,Pests and Livestock diseases,1,การระบาดของแมลงและโรคสัตว์,63.0,,,,,0,agricultural
550,34-54-75-78,3c77a502c2014cfdb995ee90ee03f4fc,Drought,1,Drought,11.0,,,,,0,agricultural
551,01-11-72-97,0d700f850e6b4d3b8a8bc5f274eb0515,Strong decrease of prices for Output,1,Strong decrease of prices for Output,21.0,0.0,0.0,0.0,0.0,0,agricultural
552,01-11-72-97,0d700f850e6b4d3b8a8bc5f274eb0515,Storm,1,Storm,55.0,0.0,0.0,0.0,1.0,0,agricultural
553,05-46-89-81,edcb50bd66e44e12a677477209ae400a,Accident,1,Accident,24.0,,,,,0,demographic
554,18-95-21-79,774f52a3ba2e4f79b2767527790e7179,House damage,1,บ้านได้รับความเสียหาย/บ้านพัง,6.0,,,,,0,economics
555,18-95-21-79,774f52a3ba2e4f79b2767527790e7179,Drought,1,ภัยแล้ง,11.0,,,,,0,agricultural
556,60-21-58-90,6f012d3496ff467da38b4dbfc3c9a9bf,Household member left the household,1,การย้ายออกของสมาชิกในครัวเรือน,3.0,,,,,0,others
557,46-09-42-80,029f4bc750584d76bd21ad3f97c6fe61,Flooding of agricultural land,1,Flooding of agricultural land,10.0,0.0,0.0,0.0,1.0,0,agricultural
558,46-09-42-80,029f4bc750584d76bd21ad3f97c6fe61,Drought,1,Drought,11.0,0.0,0.0,0.0,1.0,0,agricultural
559,39-10-02-38,617c08e8e35d444a9863a363abe6f56d,Household member left the household,1,การย้ายออกของสมาชิกในครัวเรือน,3.0,,,,,0,others
560,39-10-02-38,617c08e8e35d444a9863a363abe6f56d,Strong decrease of prices for Output,1,ราคาผลผลิตตกต่ำอย่างมาก,21.0,0.0,0.0,0.0,0.0,0,agricultural
561,38-97-75-10,2f138e07c0694489bae1beeb3b9d4717,Flooding of agricultural land,1,Flooding of agricultural land,10.0,,,,,0,agricultural
562,38-97-75-10,2f138e07c0694489bae1beeb3b9d4717,Strong decrease of prices for Output,1,Strong decrease of prices for Output,21.0,,,,,0,agricultural
563,38-97-75-10,2f138e07c0694489bae1beeb3b9d4717,Strong increase of prices for Input,1,Strong increase of prices for Input,22.0,,,,,0,agricultural
564,78-87-79-84,c2df44de3ac449578d4ea0a48c4fe970,Pests and Livestock diseases,1,การระบาดของแมลงและโรคสัตว์,63.0,,,,,0,agricultural
565,94-59-46-48,181659a10c7f4e8b861491fc4506d446,Household member left the household,1,การย้ายออกของสมาชิกในครัวเรือน,3.0,,,,,0,others
566,94-59-46-48,181659a10c7f4e8b861491fc4506d446,Drought,1,ภัยแล้ง,11.0,,,,,0,agricultural
567,46-33-07-61,77dabc5be7b149ab832f954ce9e8b4d4,Accident,1,Accident,24.0,,,,,0,demographic
568,62-18-81-77,f7ad3547fda74c329fb102a0fad3bea8,Death of household member,1,Death of household member,2.0,0.0,1.0,1.0,0.0,0,demographic
569,62-18-81-77,f7ad3547fda74c329fb102a0fad3bea8,House damage,1,House damage,6.0,0.0,1.0,0.0,0.0,0,economics
570,62-18-81-77,f7ad3547fda74c329fb102a0fad3bea8,Storm,1,Storm,55.0,0.0,1.0,0.0,0.0,0,agricultural
571,91-97-24-16,d82651e3af154391bd95419c63f771ef,Death of household member,1,การเสียชีวิตของสมาชิกในครัวเรือน,2.0,,,,,0,demographic
572,91-97-24-16,d82651e3af154391bd95419c63f771ef,Had to spent money because of ceremony,1,ต้องจ่ายเงิน (จำนวนมาก) ในการจัดพิธีต่าง ๆในครัวเรือน,5.0,,,,,0,social
573,91-97-24-16,d82651e3af154391bd95419c63f771ef,House damage,1,บ้านได้รับความเสียหาย/บ้านพัง,6.0,,,,,0,economics
574,91-97-24-16,d82651e3af154391bd95419c63f771ef,Strong decrease of prices for Output,1,ราคาผลผลิตตกต่ำอย่างมาก,21.0,,,,,0,agricultural
575,77-04-71-48,2ffe42366ea64a638dfa8e851a103f2a,Accident,2,Accident,24.0,,,,,0,demographic
576,23-52-75-23,d2221ef2addb47d88e24ffc689e37be2,Illness of household member,1,Illness of household member,1.0,,,,,0,demographic
577,40-90-35-48,4067fd1c328d4a868fed64e8ba85b435,"victim of crime (theft, robbery, etc.)",1,"victim of crime (theft, robbery, etc.)",70.0,,,,,0,social
578,51-72-31-44,84575024ae1e4d56babae449796adb16,Illness of household member,1,การเจ็บป่วยของสมาชิกในครัวเรือน,1.0,,,,,0,demographic
579,51-72-31-44,84575024ae1e4d56babae449796adb16,House damage,1,บ้านได้รับความเสียหาย/บ้านพัง,6.0,,,,,0,economics
580,51-72-31-44,84575024ae1e4d56babae449796adb16,Strong decrease of prices for Output,1,ราคาผลผลิตตกต่ำอย่างมาก,21.0,,,,,0,agricultural
581,51-72-31-44,84575024ae1e4d56babae449796adb16,Storm,1,พายุ,55.0,,,,,0,agricultural
582,39-29-52-16,ad30f9d643714352b7b78e2eda7fadde,House damage,1,บ้านได้รับความเสียหาย/บ้านพัง,6.0,,,,,0,economics
583,34-76-97-85,0e8288a392314f7e88f905585f42e11b,Strong increase of prices for Input,1,Strong increase of prices for Input,22.0,,,,,0,agricultural
584,07-45-09-73,d010951a88a44688a7fef967d964df5f,Drought,1,Drought,11.0,0.0,0.0,0.0,0.0,0,agricultural
585,63-36-85-42,425441d556aa4c22be042182bf0697e5,Strong decrease of prices for Output,1,Strong decrease of prices for Output,21.0,0.0,1.0,0.0,0.0,0,agricultural
586,72-64-58-35,030c3dfc92714a66a808f140ca5ca16f,Accident,1,Accident,24.0,,,,,0,demographic
587,86-41-30-57,482566f029614f2aa855d290614cc7ec,Death of household member,1,การเสียชีวิตของสมาชิกในครัวเรือน,2.0,,,,,0,demographic
588,86-62-00-90,a70ee0f13f6b4bfead6a37ef4788e2d6,Drought,1,ภัยแล้ง,11.0,0.0,0.0,0.0,0.0,0,agricultural
589,22-99-55-49,3aea7824162742c7bace7f0f62c071b7,Pests and Livestock diseases,1,Pests and Livestock diseases,63.0,,,,,0,agricultural
590,71-83-88-02,4262e323b4b0400da271360fa460ac4d,Flooding of agricultural land,1,น้ำท่วมที่ดินทางการเกษตร,10.0,0.0,0.0,0.0,1.0,0,agricultural
591,71-83-88-02,4262e323b4b0400da271360fa460ac4d,Flooding on the house/homestead,1,น้ำท่วมครัวเรือน/ที่อยู่อาศัย,77.0,0.0,0.0,0.0,1.0,0,economics
592,33-44-58-19,29a4cdb02e854e5eababd9bec7ceaf67,Illness of household member,1,Illness of household member,1.0,,,,,0,demographic
593,31-64-83-64,7cfeef42dab7441e9a9737fa2594913d,Drought,1,ภัยแล้ง,11.0,,,,,0,agricultural
594,64-68-15-79,c8821d3e701f45a082f303fd87a9f8a8,Flooding of agricultural land,1,Flooding of agricultural land,10.0,,,,,0,agricultural
595,64-68-15-79,c8821d3e701f45a082f303fd87a9f8a8,Drought,1,Drought,11.0,,,,,0,agricultural
596,64-68-15-79,c8821d3e701f45a082f303fd87a9f8a8,Job loss,1,Job loss,62.0,,,,,0,economics
597,64-68-15-79,c8821d3e701f45a082f303fd87a9f8a8,Pests and Livestock diseases,1,Pests and Livestock diseases,63.0,,,,,0,agricultural
598,79-72-56-39,920bd3aa69104cd18fd3c2037c4ad201,Drought,1,Drought,11.0,0.0,1.0,0.0,0.0,0,agricultural
599,83-97-09-67,3c949beb36564a448fbebb079fd507fa,Accident,1,Accident,24.0,0.0,1.0,0.0,0.0,0,demographic
600,91-65-47-49,16308328138d47dab43f7c8420ee5277,Drought,1,Drought,11.0,0.0,0.0,0.0,1.0,0,agricultural
601,91-65-47-49,16308328138d47dab43f7c8420ee5277,Strong decrease of prices for Output,1,Strong decrease of prices for Output,21.0,0.0,0.0,0.0,1.0,0,agricultural
602,93-00-04-57,eaf03ee3e7d94e17a283174add4b0149,Storm,1,พายุ,55.0,0.0,1.0,0.0,0.0,0,agricultural
603,73-39-71-94,1a89cf5394704c77a1ad75839f2652f9,Drought,1,ภัยแล้ง,11.0,0.0,0.0,0.0,1.0,0,agricultural
604,43-08-88-18,15b2310e23ad4f549012ca988c0341aa,Illness of household member,1,Illness of household member,1.0,,,,,0,demographic
605,43-08-88-18,15b2310e23ad4f549012ca988c0341aa,Flooding of agricultural land,1,Flooding of agricultural land,10.0,0.0,0.0,0.0,0.0,1,agricultural
606,43-08-88-18,15b2310e23ad4f549012ca988c0341aa,Strong increase of prices for Input,1,Strong increase of prices for Input,22.0,0.0,0.0,0.0,0.0,1,agricultural
607,43-08-88-18,15b2310e23ad4f549012ca988c0341aa,Storm,1,Storm,55.0,,,,,0,agricultural
608,43-08-88-18,15b2310e23ad4f549012ca988c0341aa,Flooding on the house/homestead,1,Flooding on the house/homestead,77.0,,,,,0,economics
