,interview__key,interview__id,shocks__id,shocks_detail__id,v31102d,v31102a__0,v31102a__1,v31102a__2,v31102a__3,v31102a__4,v31102a__5,v31102a__6,v31102a__7,v31102a__8,v31102a__9,v31102a__10,v31102a__11,v31102a__12,v31102a__13,v31102a__14,v31102a__15,v31102a__16,v31102a__17,v31102a__18,v31102a__19,rowcode_shock,v31103,v31103a,v31103c,v31104,v31105a,v31105b,v31106a,shockmoneyloss,v31107,v31108a__1,v31108a__2,v31108a__3,v31108a__4,v31108a__5,v31108a__6,v31108a__7,v31108__40,v31108__41,v31108__42,v31108__43,v31108__3,v31108__4,v31108__5,v31108__6,v31108__7,v31108__8,v31108__9,v31108__10,v31108__11,v31108__12,v31108__13,v31108__14,v31108__15,v31108__16,v31108__17,v31108__18,v31108__19,v31108__20,v31108__21,v31108__22,v31108__23,v31108__24,v31108__25,v31108__26,v31108__27,v31108__28,v31108__29,v31108__30,v31108__31,v31108__48,v31108__49,v31108__50,v31108__51,v31108__52,v31108__53,v31108__54,v31108__55,v31108__62,v31108__63,v31108__90,v31108__98,specify_v31108,v31111,v31112a,shockdate,corryear,v31127__0,v31127__1,v31127__2,v31127__3,v31127__4,v31127__5,v31127__98,specify_v31127
669,21-39-22-74,708944d470204903810c4981f6c8431b,63,0,No,1.0,2.0,,,,,,,,,,,,,,,,,,,0.0,2021,July,15,Low,1000.0,none,none,1000.0,some other HH,0.0,0.0,0.0,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,No,20.0,2021-07-01T00:00:00,2021.0,1,0,0,0,0,0,0,
670,82-91-79-11,ace95645b6bb468abd90ac1b201e9e9a,21,0,No,1.0,2.0,,,,,,,,,,,,,,,,,,,0.0,2021,December,Still going on,High,20000.0,none,none,20000.0,most HH in province,0.0,0.0,0.0,0.0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,No,7.0,2021-12-01T00:00:00,2021.0,1,0,0,0,0,0,0,
671,28-31-63-89,b850126f43e140ff96a1e2334f7475f7,2,0,No,2.0,3.0,4.0,5.0,,,,,,,,,,,,,,,,,0.0,2022,January,3,Medium,1800.0,80000.0,none,81800.0,no other HH,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,3.0,2022-01-01T00:00:00,2022.0,0,0,0,0,1,0,0,
672,28-31-63-89,b850126f43e140ff96a1e2334f7475f7,11,0,Yes,,,,,,,,,,,,,,,,,,,,,0.0,2019,June,60,Medium,5000.0,none,none,5000.0,some other HH,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,30.0,2019-06-01T00:00:00,2019.0,1,0,0,0,0,0,0,
673,28-31-63-89,b850126f43e140ff96a1e2334f7475f7,63,0,Yes,,,,,,,,,,,,,,,,,,,,,0.0,2021,January,20,Medium,15000.0,1200.0,none,16200.0,most HH in village / commune,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,15.0,2021-01-01T00:00:00,2021.0,0,0,0,1,0,0,0,
674,55-52-65-56,a8c2739f20bb43fdb8df1a9eab6ca347,2,0,No,2.0,,,,,,,,,,,,,,,,,,,,0.0,2021,March,365,High,none,80000.0,none,80000.0,no other HH,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,30.0,2021-03-01T00:00:00,2021.0,1,0,0,0,0,0,0,
675,55-52-65-56,a8c2739f20bb43fdb8df1a9eab6ca347,5,0,Yes,,,,,,,,,,,,,,,,,,,,,0.0,2021,March,7,High,none,80000.0,none,80000.0,no other HH,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,30.0,2021-03-01T00:00:00,2021.0,1,0,0,0,0,0,0,
676,55-52-65-56,a8c2739f20bb43fdb8df1a9eab6ca347,11,0,Yes,,,,,,,,,,,,,,,,,,,,,0.0,2020,June,60,Medium,10000.0,none,none,10000.0,most HH in district,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,30.0,2020-06-01T00:00:00,2020.0,0,0,0,0,1,0,0,
677,55-52-65-56,a8c2739f20bb43fdb8df1a9eab6ca347,21,0,No,1.0,,,,,,,,,,,,,,,,,,,,0.0,2021,November,60,High,6000.0,none,none,6000.0,most HH in district,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,not yet recovered,2021-11-01T00:00:00,2021.0,1,0,0,0,0,0,0,
678,55-52-65-56,a8c2739f20bb43fdb8df1a9eab6ca347,24,0,No,5.0,,,,,,,,,,,,,,,,,,,,0.0,2019,Don't know,2,Medium,none,3000.0,none,3000.0,no other HH,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,30.0,##N/A##,2019.0,1,0,0,0,0,0,0,
679,13-10-19-87,2584f7a522204793aff236805946949a,55,0,Yes,,,,,,,,,,,,,,,,,,,,,0.0,2020,February,1,Low,none,500.0,none,500.0,some other HH,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,3.0,2020-02-01T00:00:00,2020.0,0,0,0,0,1,0,0,
680,23-40-87-51,e206f9c2489249c7b7f8070a29b3e037,55,0,Yes,,,,,,,,,,,,,,,,,,,,,0.0,2022,April,2,Low,none,2500.0,none,2500.0,some other HH,0.0,0.0,0.0,0.0,0.0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,ซ่อมเอง,No,1.0,2022-04-01T00:00:00,2022.0,0,0,0,0,1,0,0,
681,21-16-82-49,c52b80663929412a94a017d332b0d6dc,24,0,No,3.0,,,,,,,,,,,,,,,,,,,,0.0,2022,March,2,Low,none,none,200.0,200.0,no other HH,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,not yet recovered,2022-03-01T00:00:00,2022.0,0,1,0,0,0,0,0,
682,77-98-91-19,1f0cae5504654943afcee1f1bdd238c7,10,0,Yes,,,,,,,,,,,,,,,,,,,,,0.0,2019,July,7,Low,10000.0,none,none,10000.0,most HH in village / commune,0.0,0.0,0.0,0.0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,No,5.0,2019-07-01T00:00:00,2019.0,0,0,0,1,1,0,0,
683,13-93-40-42,2ab08e9ae3fe4ac1bd09ee256d6f8255,21,0,Yes,,,,,,,,,,,,,,,,,,,,,0.0,2021,November,Still going on,High,3400.0,none,none,3400.0,no other HH,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,not yet recovered,2021-11-01T00:00:00,2021.0,1,0,0,0,0,0,0,
684,29-50-11-22,a691327cf6d843a49e2445991f36e39f,10,0,Yes,,,,,,,,,,,,,,,,,,,,,0.0,2021,September,10,Low,7200.0,none,none,7200.0,most HH in village / commune,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,5.0,2021-09-01T00:00:00,2021.0,0,0,0,1,1,0,0,
685,29-50-11-22,a691327cf6d843a49e2445991f36e39f,63,0,Yes,,,,,,,,,,,,,,,,,,,,,0.0,2022,April,30,Medium,13000.0,1600.0,none,14600.0,most HH in village / commune,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,5.0,2022-04-01T00:00:00,2022.0,0,0,0,0,1,0,0,
686,57-03-32-12,9e798a2b679340c89dbb4feefe085143,11,0,Yes,,,,,,,,,,,,,,,,,,,,,0.0,2021,April,30,Medium,9000.0,21000.0,none,30000.0,most HH in village / commune,0.0,0.0,0.0,1.0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,No,30.0,2021-04-01T00:00:00,2021.0,0,0,0,0,1,0,0,
687,12-16-77-90,96aba16bb3bd4801ada6a594f409f388,11,0,Yes,,,,,,,,,,,,,,,,,,,,,0.0,2020,July,30,High,30000.0,none,none,30000.0,most HH in village / commune,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,30.0,2020-07-01T00:00:00,2020.0,0,0,0,0,1,0,0,
688,12-16-77-90,96aba16bb3bd4801ada6a594f409f388,22,0,No,1.0,2.0,,,,,,,,,,,,,,,,,,,0.0,2021,June,Still going on,Medium,none,9000.0,none,9000.0,most HH in country,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,not yet recovered,2021-06-01T00:00:00,2021.0,1,0,0,0,0,0,0,
689,52-44-54-50,e3ea8906a9ba425d8a3645b3f21ebfcb,18,0,No,1.0,2.0,3.0,4.0,,,,,,,,,,,,,,,,,0.0,2021,November,60,Medium,10000.0,none,none,10000.0,most HH in district,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,30.0,2021-11-01T00:00:00,2021.0,1,0,0,0,0,0,0,
690,29-03-83-74,e9a550ffa5bb4fa6b6f01dfa62534431,1,0,No,1.0,,,,,,,,,,,,,,,,,,,,0.0,2020,May,3,Medium,3000.0,none,none,3000.0,no other HH,0.0,0.0,0.0,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,No,15.0,2020-05-01T00:00:00,2020.0,1,0,0,0,0,0,0,
691,29-03-83-74,e9a550ffa5bb4fa6b6f01dfa62534431,1,1,No,1.0,,,,,,,,,,,,,,,,,,,,1.0,2021,March,4,Medium,2000.0,none,none,2000.0,no other HH,0.0,0.0,0.0,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,No,7.0,2021-03-01T00:00:00,2021.0,1,0,0,0,0,0,0,
692,29-03-83-74,e9a550ffa5bb4fa6b6f01dfa62534431,1,2,No,3.0,,,,,,,,,,,,,,,,,,,,2.0,2022,February,1,Medium,1000.0,none,none,1000.0,no other HH,0.0,0.0,0.0,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,No,5.0,2022-02-01T00:00:00,2022.0,1,0,0,0,0,0,0,
693,29-03-83-74,e9a550ffa5bb4fa6b6f01dfa62534431,11,0,Yes,,,,,,,,,,,,,,,,,,,,,0.0,2019,November,30,Medium,15000.0,none,none,15000.0,most HH in village / commune,0.0,0.0,0.0,1.0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,No,60.0,2019-11-01T00:00:00,2019.0,1,0,0,0,0,0,0,
694,29-03-83-74,e9a550ffa5bb4fa6b6f01dfa62534431,55,0,Yes,,,,,,,,,,,,,,,,,,,,,0.0,2021,September,5,Medium,3000.0,none,none,3000.0,some other HH,0.0,0.0,0.0,1.0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,No,15.0,2021-09-01T00:00:00,2021.0,0,0,0,1,1,0,0,
695,29-03-83-74,e9a550ffa5bb4fa6b6f01dfa62534431,55,1,Yes,,,,,,,,,,,,,,,,,,,,,1.0,2022,January,2,Medium,1000.0,none,none,1000.0,some other HH,0.0,0.0,0.0,1.0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,No,7.0,2022-01-01T00:00:00,2022.0,0,0,0,1,1,0,0,
696,63-61-93-18,3242735c4ace42c38c7da35301f9c2f6,22,0,No,2.0,,,,,,,,,,,,,,,,,,,,0.0,2021,June,Still going on,Low,none,3000.0,none,3000.0,most HH in village / commune,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,not yet recovered,2021-06-01T00:00:00,2021.0,1,0,0,0,0,0,0,
697,35-20-52-34,5ce301ba7d8248ef89197c6de4d1f062,1,0,No,1.0,,,,,,,,,,,,,,,,,,,,0.0,2020,January,5,High,1000.0,none,none,1000.0,no other HH,0.0,0.0,0.0,0.0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,No,15.0,2020-01-01T00:00:00,2020.0,1,0,0,0,0,0,0,
698,66-94-21-04,7974b86aa66d471c9862a25259fcda74,11,0,Yes,,,,,,,,,,,,,,,,,,,,,0.0,2021,June,180,High,10000.0,none,none,10000.0,most HH in village / commune,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,30.0,2021-06-01T00:00:00,2021.0,0,0,0,0,1,0,0,
699,23-46-21-85,f22fc245eb7b4ed680f4e8268288238c,22,0,No,1.0,4.0,,,,,,,,,,,,,,,,,,,0.0,2022,February,Still going on,Medium,none,6000.0,none,6000.0,most HH in country,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,not yet recovered,2022-02-01T00:00:00,2022.0,1,0,0,0,0,0,0,
700,15-16-23-28,7ce3def903f5474f9a34338f0eb0c43c,11,0,Yes,,,,,,,,,,,,,,,,,,,,,0.0,2020,Don't know,60,Medium,10000.0,none,none,10000.0,most HH in village / commune,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,30.0,##N/A##,2020.0,1,0,0,0,0,0,0,
701,81-11-83-45,7207e4240ed94df59a8d53cb8f1a9397,11,0,Yes,,,,,,,,,,,,,,,,,,,,,0.0,2021,May,30,Medium,5000.0,5000.0,none,10000.0,some other HH,0.0,0.0,0.0,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,No,45.0,2021-05-01T00:00:00,2021.0,0,0,0,1,1,0,0,
702,81-11-83-45,7207e4240ed94df59a8d53cb8f1a9397,55,0,Yes,,,,,,,,,,,,,,,,,,,,,0.0,2022,April,2,High,300.0,500.0,none,800.0,some other HH,0.0,0.0,0.0,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,No,5.0,2022-04-01T00:00:00,2022.0,0,0,0,0,1,0,0,
703,61-99-37-98,06fc3c8368b1454f906c09420216f9fb,1,0,No,1.0,,,,,,,,,,,,,,,,,,,,0.0,2021,September,1,Medium,1000.0,none,none,1000.0,no other HH,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,3.0,2021-09-01T00:00:00,2021.0,1,0,0,0,0,0,0,
704,61-99-37-98,06fc3c8368b1454f906c09420216f9fb,11,0,Yes,,,,,,,,,,,,,,,,,,,,,0.0,2021,May,30,High,10000.0,none,none,10000.0,most HH in village / commune,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,30.0,2021-05-01T00:00:00,2021.0,0,0,0,0,1,0,0,
705,82-79-23-64,d5966985e26f4092ad68c5db24cb7349,18,0,No,1.0,,,,,,,,,,,,,,,,,,,,0.0,2022,April,Still going on,High,700.0,none,none,700.0,no other HH,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,No,not yet recovered,2022-04-01T00:00:00,2022.0,1,0,0,0,0,0,0,
706,93-50-93-70,7335dd664c1b42edbdeb896806aac72b,5,0,Yes,,,,,,,,,,,,,,,,,,,,,0.0,2021,December,7,High,none,none,150000.0,150000.0,no other HH,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,7.0,2021-12-01T00:00:00,2021.0,0,0,1,0,1,0,0,
707,42-71-49-37,9a608357be3b4db8997a95b54a2c30d4,2,0,No,5.0,,,,,,,,,,,,,,,,,,,,0.0,2022,January,2,High,none,50000.0,50000.0,100000.0,no other HH,0.0,0.0,0.0,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,No,not yet recovered,2022-01-01T00:00:00,2022.0,1,0,0,0,0,0,0,
708,42-71-49-37,9a608357be3b4db8997a95b54a2c30d4,5,0,Yes,,,,,,,,,,,,,,,,,,,,,0.0,2022,January,2,Low,15000.0,50000.0,50000.0,115000.0,no other HH,0.0,0.0,0.0,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,No,90.0,2022-01-01T00:00:00,2022.0,1,0,0,0,0,0,0,
709,42-71-49-37,9a608357be3b4db8997a95b54a2c30d4,11,0,Yes,,,,,,,,,,,,,,,,,,,,,0.0,2020,June,15,Medium,3000.0,1000.0,1000.0,5000.0,some other HH,0.0,0.0,0.0,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,No,20.0,2020-06-01T00:00:00,2020.0,0,0,0,1,1,0,0,
710,42-71-49-37,9a608357be3b4db8997a95b54a2c30d4,63,0,Yes,,,,,,,,,,,,,,,,,,,,,0.0,2021,August,15,Low,500.0,1500.0,1500.0,3500.0,some other HH,0.0,0.0,0.0,1.0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,No,20.0,2021-08-01T00:00:00,2021.0,0,0,0,1,1,0,0,
711,33-29-81-00,d5985c21797649539c9332e63154227b,21,0,Yes,,,,,,,,,,,,,,,,,,,,,0.0,2021,November,Still going on,High,12000.0,none,none,12000.0,most HH in country,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,not yet recovered,2021-11-01T00:00:00,2021.0,1,0,0,0,0,0,0,
712,55-44-89-88,a7770f9a9c0f4960933e0c4f1e9c8d20,5,0,Yes,,,,,,,,,,,,,,,,,,,,,0.0,2019,Don't know,2,Low,30000.0,none,none,30000.0,no other HH,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,15.0,##N/A##,2019.0,1,0,0,0,0,0,0,
713,55-44-89-88,a7770f9a9c0f4960933e0c4f1e9c8d20,11,0,Yes,,,,,,,,,,,,,,,,,,,,,0.0,2021,August,30,Medium,7000.0,none,none,7000.0,most HH in district,0.0,0.0,0.0,0.0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,No,30.0,2021-08-01T00:00:00,2021.0,1,0,0,0,0,0,0,
714,55-44-89-88,a7770f9a9c0f4960933e0c4f1e9c8d20,62,0,No,2.0,6.0,,,,,,,,,,,,,,,,,,,0.0,2019,Don't know,Still going on,High,100000.0,none,none,100000.0,no other HH,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,not yet recovered,##N/A##,2019.0,1,0,0,0,0,0,0,
715,38-71-56-35,2e2db9d045344b63a5cda17168e9517f,10,0,Yes,,,,,,,,,,,,,,,,,,,,,0.0,2020,September,30,High,10000.0,none,none,10000.0,most HH in village / commune,0.0,0.0,0.0,0.0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,No,30.0,2020-09-01T00:00:00,2020.0,0,0,0,1,0,0,0,
716,38-71-56-35,2e2db9d045344b63a5cda17168e9517f,11,0,Yes,,,,,,,,,,,,,,,,,,,,,0.0,2021,May,30,Medium,5000.0,none,none,5000.0,most HH in village / commune,0.0,0.0,0.0,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,No,30.0,2021-05-01T00:00:00,2021.0,1,0,0,0,0,0,0,
717,38-71-56-35,2e2db9d045344b63a5cda17168e9517f,21,0,No,1.0,,,,,,,,,,,,,,,,,,,,0.0,2021,April,Still going on,Medium,5000.0,none,none,5000.0,most HH in village / commune,0.0,0.0,0.0,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,No,not yet recovered,2021-04-01T00:00:00,2021.0,1,0,0,0,0,0,0,
